order_id,customer_id,order_date,status,hour,day_of_week,month
ORD_00341,CUST_0088,2023-04-14 16:50:00,Delivered,16,Friday,4
ORD_00342,CUST_0473,2023-07-19 07:24:00,Delivered,7,Wednesday,7
ORD_00343,CUST_0351,2023-06-05 17:11:00,Delivered,17,Monday,6
ORD_00344,CUST_0067,2023-12-18 19:57:00,Processing,19,Monday,12
ORD_00345,CUST_0220,2023-04-26 14:49:00,Delivered,14,Wednesday,4
ORD_00346,CUST_0295,2023-02-05 10:49:00,Delivered,10,Sunday,2
ORD_00347,CUST_0046,2023-10-01 16:07:00,Delivered,16,Sunday,10
ORD_00348,CUST_0186,2023-02-14 17:16:00,Delivered,17,Tuesday,2
ORD_00349,CUST_0044,2023-06-07 13:50:00,Delivered,13,Wednesday,6
ORD_00350,CUST_0020,2023-08-25 18:47:00,Delivered,18,Friday,8
ORD_00351,CUST_0052,2023-04-13 19:51:00,Delivered,19,Thursday,4
ORD_00352,CUST_0006,2023-11-16 21:27:00,Delivered,21,Thursday,11
ORD_00353,CUST_0025,2023-12-13 17:33:00,Delivered,17,Wednesday,12
ORD_00354,CUST_0412,2023-08-07 05:38:00,Delivered,5,Monday,8
ORD_00355,CUST_0500,2023-03-09 19:22:00,Delivered,19,Thursday,3
ORD_00356,CUST_0036,2023-12-18 10:53:00,Delivered,10,Monday,12
ORD_00357,CUST_0039,2023-12-15 21:36:00,Delivered,21,Friday,12
ORD_00358,CUST_0019,2023-05-04 19:16:00,Shipped,19,Thursday,5
ORD_00359,CUST_0395,2023-04-11 22:29:00,Delivered,22,Tuesday,4
ORD_00360,CUST_0113,2023-10-08 19:26:00,Processing,19,Sunday,10
ORD_00361,CUST_0019,2023-02-22 18:21:00,Delivered,18,Wednesday,2
ORD_00362,CUST_0477,2023-12-16 18:15:00,Delivered,18,Saturday,12
ORD_00363,CUST_0080,2023-11-04 21:43:00,Processing,21,Saturday,11
ORD_00364,CUST_0022,2023-11-12 17:31:00,Shipped,17,Sunday,11
ORD_00365,CUST_0144,2023-06-25 16:03:00,Delivered,16,Sunday,6
ORD_00366,CUST_0441,2023-10-06 14:07:00,Delivered,14,Friday,10
ORD_00367,CUST_0195,2023-09-11 12:55:00,Delivered,12,Monday,9
ORD_00368,CUST_0176,2023-06-16 13:26:00,Delivered,13,Friday,6
ORD_00369,CUST_0009,2023-12-22 10:06:00,Delivered,10,Friday,12
ORD_00370,CUST_0379,2023-03-26 01:26:00,Delivered,1,Sunday,3
ORD_00371,CUST_0291,2023-01-04 18:03:00,Delivered,18,Wednesday,1
ORD_00372,CUST_0134,2023-06-18 16:51:00,Delivered,16,Sunday,6
ORD_00373,CUST_0311,2023-04-19 17:34:00,Delivered,17,Wednesday,4
ORD_00374,CUST_0456,2023-02-20 11:40:00,Processing,11,Monday,2
ORD_00375,CUST_0465,2023-02-06 12:20:00,Delivered,12,Monday,2
ORD_00376,CUST_0455,2023-07-28 21:47:00,Delivered,21,Friday,7
ORD_00377,CUST_0048,2023-10-03 09:25:00,Delivered,9,Tuesday,10
ORD_00378,CUST_0026,2023-08-03 07:39:00,Delivered,7,Thursday,8
ORD_00379,CUST_0065,2023-03-27 09:02:00,Delivered,9,Monday,3
ORD_00380,CUST_0281,2023-07-23 15:37:00,Delivered,15,Sunday,7
ORD_00381,CUST_0466,2023-05-18 09:05:00,Delivered,9,Thursday,5
ORD_00382,CUST_0034,2023-11-28 08:18:00,Delivered,8,Tuesday,11
ORD_00383,CUST_0005,2023-11-26 11:14:00,Delivered,11,Sunday,11
ORD_00384,CUST_0203,2023-04-23 18:24:00,Delivered,18,Sunday,4
ORD_00385,CUST_0049,2023-11-20 19:43:00,Delivered,19,Monday,11
ORD_00386,CUST_0019,2023-02-15 17:17:00,Delivered,17,Wednesday,2
ORD_00387,CUST_0035,2023-01-04 10:08:00,Delivered,10,Wednesday,1
ORD_00388,CUST_0160,2023-11-16 23:29:00,Delivered,23,Thursday,11
ORD_00389,CUST_0029,2023-05-13 07:30:00,Delivered,7,Saturday,5
ORD_00390,CUST_0128,2023-06-15 10:02:00,Delivered,10,Thursday,6
ORD_00391,CUST_0493,2023-05-11 08:46:00,Delivered,8,Thursday,5
ORD_00392,CUST_0043,2023-04-04 10:27:00,Delivered,10,Tuesday,4
ORD_00393,CUST_0125,2023-01-02 16:44:00,Delivered,16,Monday,1
ORD_00394,CUST_0032,2023-02-20 11:48:00,Delivered,11,Monday,2
ORD_00395,CUST_0055,2023-03-08 11:35:00,Delivered,11,Wednesday,3
ORD_00396,CUST_0069,2023-04-02 14:28:00,Delivered,14,Sunday,4
ORD_00397,CUST_0023,2023-05-15 10:53:00,Delivered,10,Monday,5
ORD_00398,CUST_0278,2023-06-01 19:32:00,Delivered,19,Thursday,6
ORD_00399,CUST_0318,2023-04-24 06:34:00,Delivered,6,Monday,4
ORD_00400,CUST_0314,2023-05-14 17:07:00,Delivered,17,Sunday,5
ORD_00401,CUST_0013,2023-02-19 17:24:00,Delivered,17,Sunday,2
ORD_00402,CUST_0015,2023-09-03 01:58:00,Delivered,1,Sunday,9
ORD_00403,CUST_0185,2023-08-14 19:50:00,Delivered,19,Monday,8
ORD_00404,CUST_0484,2023-04-17 07:46:00,Delivered,7,Monday,4
ORD_00405,CUST_0041,2023-12-18 18:26:00,Delivered,18,Monday,12
ORD_00406,CUST_0054,2023-03-06 15:32:00,Delivered,15,Monday,3
ORD_00407,CUST_0162,2023-08-11 19:26:00,Delivered,19,Friday,8
ORD_00408,CUST_0035,2023-04-25 16:47:00,Delivered,16,Tuesday,4
ORD_00409,CUST_0456,2023-05-10 22:13:00,Shipped,22,Wednesday,5
ORD_00410,CUST_0262,2023-08-19 08:02:00,Delivered,8,Saturday,8
ORD_00411,CUST_0120,2023-04-10 07:25:00,Delivered,7,Monday,4
ORD_00412,CUST_0089,2023-07-23 18:52:00,Shipped,18,Sunday,7
ORD_00413,CUST_0196,2023-02-02 21:21:00,Delivered,21,Thursday,2
ORD_00414,CUST_0309,2023-12-21 19:24:00,Delivered,19,Thursday,12
ORD_00415,CUST_0033,2023-10-05 06:46:00,Cancelled,6,Thursday,10
ORD_00416,CUST_0068,2023-05-16 16:03:00,Delivered,16,Tuesday,5
ORD_00417,CUST_0067,2023-10-16 16:31:00,Delivered,16,Monday,10
ORD_00418,CUST_0127,2023-04-09 19:20:00,Delivered,19,Sunday,4
ORD_00419,CUST_0179,2023-04-12 16:01:00,Delivered,16,Wednesday,4
ORD_00420,CUST_0227,2023-09-15 05:52:00,Delivered,5,Friday,9
ORD_00421,CUST_0125,2023-12-05 20:52:00,Delivered,20,Tuesday,12
ORD_00422,CUST_0170,2023-04-18 09:34:00,Delivered,9,Tuesday,4
ORD_00423,CUST_0356,2023-10-01 12:57:00,Delivered,12,Sunday,10
ORD_00424,CUST_0045,2023-09-02 14:00:00,Delivered,14,Saturday,9
ORD_00425,CUST_0333,2023-06-13 15:45:00,Delivered,15,Tuesday,6
ORD_00426,CUST_0033,2023-12-18 21:01:00,Delivered,21,Monday,12
ORD_00427,CUST_0321,2023-05-17 10:03:00,Delivered,10,Wednesday,5
ORD_00428,CUST_0202,2023-09-03 18:33:00,Processing,18,Sunday,9
ORD_00429,CUST_0020,2023-12-11 13:08:00,Delivered,13,Monday,12
ORD_00430,CUST_0009,2023-05-23 20:58:00,Delivered,20,Tuesday,5
ORD_00431,CUST_0486,2023-10-06 11:56:00,Delivered,11,Friday,10
ORD_00432,CUST_0211,2023-05-24 21:57:00,Delivered,21,Wednesday,5
ORD_00433,CUST_0040,2023-09-20 16:14:00,Delivered,16,Wednesday,9
ORD_00434,CUST_0245,2023-03-28 17:45:00,Delivered,17,Tuesday,3
ORD_00435,CUST_0013,2023-04-14 19:00:00,Shipped,19,Friday,4
ORD_00436,CUST_0225,2023-11-16 18:55:00,Delivered,18,Thursday,11
ORD_00437,CUST_0423,2023-06-11 12:47:00,Delivered,12,Sunday,6
ORD_00438,CUST_0267,2023-02-15 19:02:00,Shipped,19,Wednesday,2
ORD_00439,CUST_0286,2023-06-25 17:03:00,Delivered,17,Sunday,6
ORD_00440,CUST_0011,2023-06-20 21:44:00,Delivered,21,Tuesday,6
ORD_00441,CUST_0058,2023-03-19 21:44:00,Delivered,21,Sunday,3
ORD_00442,CUST_0038,2023-12-07 20:05:00,Delivered,20,Thursday,12
ORD_00443,CUST_0029,2023-09-03 15:24:00,Delivered,15,Sunday,9
ORD_00444,CUST_0447,2023-09-05 09:09:00,Delivered,9,Tuesday,9
ORD_00445,CUST_0321,2023-03-05 22:00:00,Delivered,22,Sunday,3
ORD_00446,CUST_0414,2023-01-16 10:37:00,Delivered,10,Monday,1
ORD_00447,CUST_0126,2023-12-09 17:35:00,Delivered,17,Saturday,12
ORD_00448,CUST_0019,2023-03-02 17:53:00,Delivered,17,Thursday,3
ORD_00449,CUST_0092,2023-03-10 17:44:00,Delivered,17,Friday,3
ORD_00450,CUST_0297,2023-06-02 07:19:00,Delivered,7,Friday,6
ORD_00451,CUST_0009,2023-03-28 10:33:00,Delivered,10,Tuesday,3
ORD_00452,CUST_0047,2023-12-17 23:30:00,Delivered,23,Sunday,12
ORD_00453,CUST_0037,2023-12-12 21:39:00,Delivered,21,Tuesday,12
ORD_00454,CUST_0453,2023-09-23 11:12:00,Delivered,11,Saturday,9
ORD_00455,CUST_0107,2023-11-14 13:21:00,Delivered,13,Tuesday,11
ORD_00456,CUST_0005,2023-05-17 15:49:00,Delivered,15,Wednesday,5
ORD_00457,CUST_0012,2023-04-27 11:43:00,Delivered,11,Thursday,4
ORD_00458,CUST_0322,2023-07-28 15:21:00,Delivered,15,Friday,7
ORD_00459,CUST_0162,2023-08-01 09:43:00,Delivered,9,Tuesday,8
ORD_00460,CUST_0432,2023-03-20 12:38:00,Delivered,12,Monday,3
ORD_00461,CUST_0006,2023-07-08 12:53:00,Processing,12,Saturday,7
ORD_00462,CUST_0020,2023-11-03 13:01:00,Delivered,13,Friday,11
ORD_00463,CUST_0074,2023-11-04 19:33:00,Delivered,19,Saturday,11
ORD_00464,CUST_0443,2023-08-01 11:02:00,Delivered,11,Tuesday,8
ORD_00465,CUST_0053,2023-08-22 18:01:00,Delivered,18,Tuesday,8
ORD_00466,CUST_0018,2023-08-25 13:07:00,Delivered,13,Friday,8
ORD_00467,CUST_0264,2023-02-18 12:20:00,Delivered,12,Saturday,2
ORD_00468,CUST_0026,2023-03-16 20:03:00,Delivered,20,Thursday,3
ORD_00469,CUST_0457,2023-09-27 18:28:00,Delivered,18,Wednesday,9
ORD_00470,CUST_0274,2023-02-25 19:36:00,Delivered,19,Saturday,2
ORD_00471,CUST_0393,2023-07-08 21:09:00,Shipped,21,Saturday,7
ORD_00472,CUST_0441,2023-12-15 14:04:00,Delivered,14,Friday,12
ORD_00473,CUST_0023,2023-09-05 15:25:00,Delivered,15,Tuesday,9
ORD_00474,CUST_0206,2023-09-08 17:35:00,Delivered,17,Friday,9
ORD_00475,CUST_0303,2023-07-14 16:21:00,Delivered,16,Friday,7
ORD_00476,CUST_0365,2023-08-16 08:38:00,Delivered,8,Wednesday,8
ORD_00477,CUST_0036,2023-09-22 19:49:00,Delivered,19,Friday,9
ORD_00478,CUST_0009,2023-12-25 17:00:00,Delivered,17,Monday,12
ORD_00479,CUST_0106,2023-10-11 11:50:00,Shipped,11,Wednesday,10
ORD_00480,CUST_0046,2023-09-20 23:25:00,Delivered,23,Wednesday,9
ORD_00481,CUST_0036,2023-11-12 08:18:00,Shipped,8,Sunday,11
ORD_00482,CUST_0365,2023-06-13 13:13:00,Delivered,13,Tuesday,6
ORD_00483,CUST_0185,2023-11-05 11:55:00,Delivered,11,Sunday,11
ORD_00484,CUST_0032,2023-09-05 07:41:00,Delivered,7,Tuesday,9
ORD_00485,CUST_0218,2023-08-15 12:14:00,Delivered,12,Tuesday,8
ORD_00486,CUST_0211,2023-12-19 12:02:00,Delivered,12,Tuesday,12
ORD_00487,CUST_0047,2023-08-28 22:49:00,Delivered,22,Monday,8
ORD_00488,CUST_0031,2023-09-22 22:04:00,Delivered,22,Friday,9
ORD_00489,CUST_0022,2023-08-01 14:32:00,Shipped,14,Tuesday,8
ORD_00490,CUST_0409,2023-05-06 05:59:00,Delivered,5,Saturday,5
ORD_00491,CUST_0297,2023-03-02 17:18:00,Delivered,17,Thursday,3
ORD_00492,CUST_0143,2023-04-20 10:54:00,Delivered,10,Thursday,4
ORD_00493,CUST_0190,2023-11-09 19:15:00,Delivered,19,Thursday,11
ORD_00494,CUST_0421,2023-03-16 18:26:00,Delivered,18,Thursday,3
ORD_00495,CUST_0037,2023-10-12 06:16:00,Delivered,6,Thursday,10
ORD_00496,CUST_0244,2023-10-25 21:14:00,Delivered,21,Wednesday,10
ORD_00497,CUST_0029,2023-06-11 22:43:00,Processing,22,Sunday,6
ORD_00498,CUST_0222,2023-09-21 20:21:00,Delivered,20,Thursday,9
ORD_00499,CUST_0124,2023-10-19 19:33:00,Delivered,19,Thursday,10
ORD_00500,CUST_0007,2023-06-17 07:28:00,Delivered,7,Saturday,6
ORD_00501,CUST_0039,2023-09-27 09:38:00,Delivered,9,Wednesday,9
ORD_00502,CUST_0461,2023-09-26 22:57:00,Delivered,22,Tuesday,9
ORD_00503,CUST_0328,2023-07-09 19:44:00,Shipped,19,Sunday,7
ORD_00504,CUST_0196,2023-06-02 10:52:00,Delivered,10,Friday,6
ORD_00505,CUST_0026,2023-03-16 08:34:00,Delivered,8,Thursday,3
ORD_00506,CUST_0133,2023-02-03 07:46:00,Delivered,7,Friday,2
ORD_00507,CUST_0478,2023-01-13 10:44:00,Delivered,10,Friday,1
ORD_00508,CUST_0252,2023-07-13 19:49:00,Delivered,19,Thursday,7
ORD_00509,CUST_0419,2023-11-04 16:59:00,Cancelled,16,Saturday,11
ORD_00510,CUST_0491,2023-09-12 15:21:00,Delivered,15,Tuesday,9
ORD_00511,CUST_0036,2023-01-13 17:19:00,Delivered,17,Friday,1
ORD_00512,CUST_0377,2023-04-02 09:46:00,Cancelled,9,Sunday,4
ORD_00513,CUST_0158,2023-07-27 19:01:00,Delivered,19,Thursday,7
ORD_00514,CUST_0042,2023-10-15 21:55:00,Shipped,21,Sunday,10
ORD_00515,CUST_0048,2023-03-21 03:58:00,Shipped,3,Tuesday,3
ORD_00516,CUST_0041,2023-01-10 19:06:00,Delivered,19,Tuesday,1
ORD_00517,CUST_0059,2023-07-26 17:04:00,Delivered,17,Wednesday,7
ORD_00518,CUST_0500,2023-10-18 08:53:00,Processing,8,Wednesday,10
ORD_00519,CUST_0062,2023-05-25 13:44:00,Delivered,13,Thursday,5
ORD_00520,CUST_0007,2023-11-21 17:49:00,Delivered,17,Tuesday,11
ORD_00521,CUST_0304,2023-12-14 18:50:00,Delivered,18,Thursday,12
ORD_00522,CUST_0481,2023-03-23 05:11:00,Delivered,5,Thursday,3
ORD_00523,CUST_0286,2023-04-04 23:06:00,Delivered,23,Tuesday,4
ORD_00524,CUST_0142,2023-02-04 19:43:00,Delivered,19,Saturday,2
ORD_00525,CUST_0028,2023-04-20 19:48:00,Delivered,19,Thursday,4
ORD_00526,CUST_0002,2023-07-04 07:15:00,Delivered,7,Tuesday,7
ORD_00527,CUST_0460,2023-05-25 08:14:00,Delivered,8,Thursday,5
ORD_00528,CUST_0028,2023-12-05 09:39:00,Delivered,9,Tuesday,12
ORD_00529,CUST_0023,2023-12-07 11:02:00,Delivered,11,Thursday,12
ORD_00530,CUST_0215,2023-03-11 09:18:00,Delivered,9,Saturday,3
ORD_00531,CUST_0118,2023-02-28 15:55:00,Cancelled,15,Tuesday,2
ORD_00532,CUST_0377,2023-12-08 11:37:00,Delivered,11,Friday,12
ORD_00533,CUST_0259,2023-01-17 12:51:00,Delivered,12,Tuesday,1
ORD_00534,CUST_0047,2023-06-07 08:18:00,Delivered,8,Wednesday,6
ORD_00535,CUST_0013,2023-12-15 19:55:00,Delivered,19,Friday,12
ORD_00536,CUST_0001,2023-11-03 12:44:00,Delivered,12,Friday,11
ORD_00537,CUST_0314,2023-08-26 09:43:00,Delivered,9,Saturday,8
ORD_00538,CUST_0027,2023-02-12 14:02:00,Delivered,14,Sunday,2
ORD_00539,CUST_0397,2023-04-11 10:07:00,Delivered,10,Tuesday,4
ORD_00540,CUST_0390,2023-04-12 20:32:00,Delivered,20,Wednesday,4
ORD_00541,CUST_0257,2023-08-04 14:34:00,Delivered,14,Friday,8
ORD_00542,CUST_0345,2023-12-26 22:56:00,Delivered,22,Tuesday,12
ORD_00543,CUST_0005,2023-02-09 08:09:00,Delivered,8,Thursday,2
ORD_00544,CUST_0478,2023-03-12 13:47:00,Delivered,13,Sunday,3
ORD_00545,CUST_0428,2023-12-21 11:37:00,Delivered,11,Thursday,12
ORD_00546,CUST_0228,2023-07-19 08:50:00,Delivered,8,Wednesday,7
ORD_00547,CUST_0076,2023-06-15 21:39:00,Shipped,21,Thursday,6
ORD_00548,CUST_0342,2023-11-06 10:02:00,Cancelled,10,Monday,11
ORD_00549,CUST_0036,2023-10-22 11:22:00,Delivered,11,Sunday,10
ORD_00550,CUST_0002,2023-06-16 19:29:00,Shipped,19,Friday,6
ORD_00551,CUST_0332,2023-10-16 20:48:00,Cancelled,20,Monday,10
ORD_00552,CUST_0473,2023-07-23 08:30:00,Shipped,8,Sunday,7
ORD_00553,CUST_0040,2023-11-15 12:20:00,Delivered,12,Wednesday,11
ORD_00554,CUST_0002,2023-02-28 13:42:00,Processing,13,Tuesday,2
ORD_00555,CUST_0185,2023-06-23 20:23:00,Delivered,20,Friday,6
ORD_00556,CUST_0448,2023-08-07 18:28:00,Delivered,18,Monday,8
ORD_00557,CUST_0497,2023-12-24 20:08:00,Delivered,20,Sunday,12
ORD_00558,CUST_0445,2023-08-11 06:37:00,Delivered,6,Friday,8
ORD_00559,CUST_0012,2023-08-23 16:58:00,Delivered,16,Wednesday,8
ORD_00560,CUST_0422,2023-11-27 16:31:00,Delivered,16,Monday,11
ORD_00561,CUST_0020,2023-12-27 17:07:00,Delivered,17,Wednesday,12
ORD_00562,CUST_0008,2023-11-16 23:04:00,Delivered,23,Thursday,11
ORD_00563,CUST_0322,2023-10-23 19:23:00,Delivered,19,Monday,10
ORD_00564,CUST_0021,2023-07-23 08:10:00,Delivered,8,Sunday,7
ORD_00565,CUST_0149,2023-05-21 21:32:00,Delivered,21,Sunday,5
ORD_00566,CUST_0162,2023-11-22 19:17:00,Delivered,19,Wednesday,11
ORD_00567,CUST_0034,2023-05-25 14:21:00,Shipped,14,Thursday,5
ORD_00568,CUST_0013,2023-11-18 17:53:00,Processing,17,Saturday,11
ORD_00569,CUST_0470,2023-02-27 08:01:00,Delivered,8,Monday,2
ORD_00570,CUST_0306,2023-08-11 09:19:00,Delivered,9,Friday,8
ORD_00571,CUST_0009,2023-04-03 13:48:00,Delivered,13,Monday,4
ORD_00572,CUST_0101,2023-02-26 17:37:00,Delivered,17,Sunday,2
ORD_00573,CUST_0006,2023-10-26 08:38:00,Delivered,8,Thursday,10
ORD_00574,CUST_0038,2023-05-06 20:49:00,Delivered,20,Saturday,5
ORD_00575,CUST_0391,2023-01-07 18:18:00,Delivered,18,Saturday,1
ORD_00576,CUST_0363,2023-07-23 16:28:00,Delivered,16,Sunday,7
ORD_00577,CUST_0264,2023-04-04 19:20:00,Delivered,19,Tuesday,4
ORD_00578,CUST_0148,2023-08-02 07:31:00,Delivered,7,Wednesday,8
ORD_00579,CUST_0431,2023-07-18 13:54:00,Delivered,13,Tuesday,7
ORD_00580,CUST_0345,2023-02-15 15:43:00,Delivered,15,Wednesday,2
ORD_00581,CUST_0380,2023-12-06 06:12:00,Delivered,6,Wednesday,12
ORD_00582,CUST_0372,2023-07-25 18:37:00,Delivered,18,Tuesday,7
ORD_00583,CUST_0249,2023-08-05 19:06:00,Delivered,19,Saturday,8
ORD_00584,CUST_0007,2023-10-27 07:43:00,Delivered,7,Friday,10
ORD_00585,CUST_0040,2023-09-25 07:48:00,Delivered,7,Monday,9
ORD_00586,CUST_0252,2023-08-18 12:55:00,Delivered,12,Friday,8
ORD_00587,CUST_0469,2023-03-15 11:24:00,Delivered,11,Wednesday,3
ORD_00588,CUST_0156,2023-12-06 14:08:00,Delivered,14,Wednesday,12
ORD_00589,CUST_0338,2023-08-18 16:30:00,Delivered,16,Friday,8
ORD_00590,CUST_0498,2023-06-22 12:18:00,Delivered,12,Thursday,6
ORD_00591,CUST_0415,2023-10-01 19:40:00,Delivered,19,Sunday,10
ORD_00592,CUST_0029,2023-09-08 10:19:00,Delivered,10,Friday,9
ORD_00593,CUST_0443,2023-06-17 20:17:00,Delivered,20,Saturday,6
ORD_00594,CUST_0200,2023-05-04 19:06:00,Delivered,19,Thursday,5
ORD_00595,CUST_0174,2023-03-10 12:27:00,Delivered,12,Friday,3
ORD_00596,CUST_0037,2023-06-08 17:05:00,Delivered,17,Thursday,6
ORD_00597,CUST_0034,2023-07-07 12:04:00,Delivered,12,Friday,7
ORD_00598,CUST_0103,2023-06-09 17:29:00,Delivered,17,Friday,6
ORD_00599,CUST_0096,2023-08-07 17:52:00,Delivered,17,Monday,8
ORD_00600,CUST_0394,2023-12-19 18:03:00,Delivered,18,Tuesday,12
ORD_00601,CUST_0392,2023-05-14 13:55:00,Delivered,13,Sunday,5
ORD_00602,CUST_0019,2023-09-09 18:15:00,Delivered,18,Saturday,9
ORD_00603,CUST_0159,2023-07-18 23:27:00,Delivered,23,Tuesday,7
ORD_00604,CUST_0018,2023-09-06 17:02:00,Processing,17,Wednesday,9
ORD_00605,CUST_0161,2023-09-28 06:26:00,Shipped,6,Thursday,9
ORD_00606,CUST_0008,2023-08-17 21:33:00,Delivered,21,Thursday,8
ORD_00607,CUST_0006,2023-04-04 19:20:00,Delivered,19,Tuesday,4
ORD_00608,CUST_0479,2023-06-05 08:13:00,Processing,8,Monday,6
ORD_00609,CUST_0035,2023-06-04 11:27:00,Delivered,11,Sunday,6
ORD_00610,CUST_0186,2023-07-12 19:01:00,Delivered,19,Wednesday,7
ORD_00611,CUST_0130,2023-08-10 17:44:00,Delivered,17,Thursday,8
ORD_00612,CUST_0466,2023-12-09 11:59:00,Delivered,11,Saturday,12
ORD_00613,CUST_0029,2023-09-26 19:26:00,Delivered,19,Tuesday,9
ORD_00614,CUST_0242,2023-10-27 11:27:00,Shipped,11,Friday,10
ORD_00615,CUST_0374,2023-11-24 11:44:00,Delivered,11,Friday,11
ORD_00616,CUST_0329,2023-03-13 09:19:00,Delivered,9,Monday,3
ORD_00617,CUST_0394,2023-11-25 08:38:00,Delivered,8,Saturday,11
ORD_00618,CUST_0044,2023-09-11 19:12:00,Delivered,19,Monday,9
ORD_00619,CUST_0453,2023-08-01 21:59:00,Delivered,21,Tuesday,8
ORD_00620,CUST_0087,2023-01-20 13:16:00,Delivered,13,Friday,1
ORD_00621,CUST_0424,2023-10-04 09:13:00,Delivered,9,Wednesday,10
ORD_00622,CUST_0106,2023-09-27 10:43:00,Delivered,10,Wednesday,9
ORD_00623,CUST_0121,2023-09-08 12:43:00,Delivered,12,Friday,9
ORD_00624,CUST_0355,2023-06-07 18:45:00,Delivered,18,Wednesday,6
ORD_00625,CUST_0022,2023-12-16 20:38:00,Processing,20,Saturday,12
ORD_00626,CUST_0203,2023-10-05 22:35:00,Delivered,22,Thursday,10
ORD_00627,CUST_0450,2023-07-03 11:33:00,Delivered,11,Monday,7
ORD_00628,CUST_0018,2023-10-14 10:56:00,Delivered,10,Saturday,10
ORD_00629,CUST_0252,2023-11-05 16:59:00,Delivered,16,Sunday,11
ORD_00630,CUST_0017,2023-03-15 13:57:00,Shipped,13,Wednesday,3
ORD_00631,CUST_0235,2023-07-28 18:09:00,Delivered,18,Friday,7
ORD_00632,CUST_0033,2023-11-19 20:37:00,Delivered,20,Sunday,11
ORD_00633,CUST_0347,2023-02-11 04:43:00,Cancelled,4,Saturday,2
ORD_00634,CUST_0429,2023-05-01 07:53:00,Delivered,7,Monday,5
ORD_00635,CUST_0003,2023-05-02 17:28:00,Delivered,17,Tuesday,5
ORD_00636,CUST_0145,2023-05-02 18:35:00,Processing,18,Tuesday,5
ORD_00637,CUST_0050,2023-11-03 03:13:00,Delivered,3,Friday,11
ORD_00638,CUST_0032,2023-11-24 19:19:00,Shipped,19,Friday,11
ORD_00639,CUST_0029,2023-12-16 10:38:00,Delivered,10,Saturday,12
ORD_00640,CUST_0033,2023-05-15 18:41:00,Delivered,18,Monday,5
ORD_00641,CUST_0043,2023-05-14 07:51:00,Delivered,7,Sunday,5
ORD_00642,CUST_0128,2023-08-10 16:35:00,Delivered,16,Thursday,8
ORD_00643,CUST_0238,2023-09-19 19:22:00,Delivered,19,Tuesday,9
ORD_00644,CUST_0237,2023-03-06 19:02:00,Delivered,19,Monday,3
ORD_00645,CUST_0320,2023-11-11 22:55:00,Delivered,22,Saturday,11
ORD_00646,CUST_0447,2023-10-14 15:00:00,Delivered,15,Saturday,10
ORD_00647,CUST_0445,2023-09-24 16:31:00,Delivered,16,Sunday,9
ORD_00648,CUST_0412,2023-05-05 08:12:00,Delivered,8,Friday,5
ORD_00649,CUST_0042,2023-03-08 13:40:00,Shipped,13,Wednesday,3
ORD_00650,CUST_0243,2023-06-04 09:09:00,Delivered,9,Sunday,6
ORD_00651,CUST_0300,2023-04-10 16:53:00,Delivered,16,Monday,4
ORD_00652,CUST_0213,2023-11-24 16:46:00,Delivered,16,Friday,11
ORD_00653,CUST_0372,2023-09-22 20:55:00,Delivered,20,Friday,9
ORD_00654,CUST_0042,2023-06-16 08:39:00,Processing,8,Friday,6
ORD_00655,CUST_0047,2023-04-12 13:32:00,Delivered,13,Wednesday,4
ORD_00656,CUST_0492,2023-06-22 17:23:00,Delivered,17,Thursday,6
ORD_00657,CUST_0031,2023-03-07 08:31:00,Delivered,8,Tuesday,3
ORD_00658,CUST_0004,2023-12-12 20:22:00,Delivered,20,Tuesday,12
ORD_00659,CUST_0028,2023-02-08 08:14:00,Delivered,8,Wednesday,2
ORD_00660,CUST_0448,2023-08-22 07:03:00,Shipped,7,Tuesday,8
ORD_00661,CUST_0500,2023-02-20 17:54:00,Processing,17,Monday,2
ORD_00662,CUST_0467,2023-06-24 11:28:00,Delivered,11,Saturday,6
ORD_00663,CUST_0420,2023-03-28 09:26:00,Delivered,9,Tuesday,3
ORD_00664,CUST_0044,2023-05-23 19:23:00,Delivered,19,Tuesday,5
ORD_00665,CUST_0117,2023-03-14 13:26:00,Shipped,13,Tuesday,3
ORD_00666,CUST_0265,2023-12-03 11:25:00,Cancelled,11,Sunday,12
ORD_00667,CUST_0042,2023-03-19 06:40:00,Cancelled,6,Sunday,3
ORD_00668,CUST_0448,2023-05-24 11:22:00,Delivered,11,Wednesday,5
ORD_00669,CUST_0026,2023-07-07 20:39:00,Delivered,20,Friday,7
ORD_00670,CUST_0102,2023-12-03 05:21:00,Delivered,5,Sunday,12
ORD_00671,CUST_0036,2023-05-11 19:10:00,Delivered,19,Thursday,5
ORD_00672,CUST_0217,2023-12-04 18:53:00,Delivered,18,Monday,12
ORD_00673,CUST_0020,2023-08-01 13:15:00,Delivered,13,Tuesday,8
ORD_00674,CUST_0043,2023-11-23 16:08:00,Delivered,16,Thursday,11
ORD_00675,CUST_0099,2023-11-12 13:09:00,Delivered,13,Sunday,11
ORD_00676,CUST_0229,2023-02-22 15:37:00,Delivered,15,Wednesday,2
ORD_00677,CUST_0477,2023-12-24 22:52:00,Delivered,22,Sunday,12
ORD_00678,CUST_0046,2023-08-17 08:13:00,Delivered,8,Thursday,8
ORD_00679,CUST_0488,2023-03-28 13:07:00,Delivered,13,Tuesday,3
ORD_00680,CUST_0192,2023-05-16 04:09:00,Delivered,4,Tuesday,5
