order_id,customer_id,order_date,status,hour,day_of_week,month,product_id,quantity,price_x,total_price,customer_name,city,province,latitude,longitude,join_date,product_name,category,price_y
ORD_00534,CUST_0047,2023-06-07 08:18:00,Delivered,8,Wednesday,6,PROD_003,1,904709,904709,Customer_47,Semarang,Jawa Tengah,-6.91444299027662,110.4318554395139,2023-02-03,Elektronik_Item_3,Elektronik,904709
ORD_00534,CUST_0047,2023-06-07 08:18:00,Delivered,8,Wednesday,6,PROD_062,2,98806,197612,Customer_47,Semarang,Jawa Tengah,-6.91444299027662,110.4318554395139,2023-02-03,Makanan_Item_62,Makanan,98806
ORD_00534,CUST_0047,2023-06-07 08:18:00,Delivered,8,Wednesday,6,PROD_086,2,120110,240220,Customer_47,Semarang,Jawa Tengah,-6.91444299027662,110.4318554395139,2023-02-03,Kesehatan_Item_86,Kesehatan,120110
ORD_00535,CUST_0013,2023-12-15 19:55:00,Delivered,19,Friday,12,PROD_048,1,107320,107320,Customer_13,Medan,Sumatera Utara,3.5864139968434072,98.7292351922786,2023-08-18,Olahraga_Item_48,Olahraga,107320
ORD_00536,CUST_0001,2023-11-03 12:44:00,Delivered,12,Friday,11,PROD_055,2,159752,319504,Customer_1,Surabaya,Jawa Timur,-7.282591976230528,112.842242861282,2023-01-13,Mainan_Item_55,Mainan,159752
ORD_00537,CUST_0314,2023-08-26 09:43:00,Delivered,9,Saturday,8,PROD_095,1,63450,63450,Customer_314,Palembang,Sumatera Selatan,-2.983593056773371,104.82489418762675,2023-07-19,Buku_Item_95,Buku,63450
ORD_00537,CUST_0314,2023-08-26 09:43:00,Delivered,9,Saturday,8,PROD_008,3,177379,532137,Customer_314,Palembang,Sumatera Selatan,-2.983593056773371,104.82489418762675,2023-07-19,Rumah Tangga_Item_8,Rumah Tangga,177379
ORD_00538,CUST_0027,2023-02-12 14:02:00,Delivered,14,Sunday,2,PROD_072,2,255123,510246,Customer_27,Malang,Jawa Timur,-7.878700211687162,112.71156547008552,2023-07-05,Otomotif_Item_72,Otomotif,255123
ORD_00539,CUST_0397,2023-04-11 10:07:00,Delivered,10,Tuesday,4,PROD_097,2,41536,83072,Customer_397,Medan,Sumatera Utara,3.5963777357768936,98.69449084708694,2023-07-28,Makanan_Item_97,Makanan,41536
ORD_00539,CUST_0397,2023-04-11 10:07:00,Delivered,10,Tuesday,4,PROD_075,2,99079,198158,Customer_397,Medan,Sumatera Utara,3.5963777357768936,98.69449084708694,2023-07-28,Makanan_Item_75,Makanan,99079
ORD_00540,CUST_0390,2023-04-12 20:32:00,Delivered,20,Wednesday,4,PROD_009,1,131175,131175,Customer_390,Yogyakarta,DI Yogyakarta,-7.751592692690785,110.39772952657708,2023-04-19,Fashion_Item_9,Fashion,131175
ORD_00541,CUST_0257,2023-08-04 14:34:00,Delivered,14,Friday,8,PROD_038,1,793575,793575,Customer_257,Bandung,Jawa Barat,-6.8309543033291975,107.69231277790009,2023-11-12,Elektronik_Item_38,Elektronik,793575
ORD_00542,CUST_0345,2023-12-26 22:56:00,Delivered,22,Tuesday,12,PROD_059,1,121981,121981,Customer_345,Surabaya,Jawa Timur,-7.203601413361613,112.68950874971152,2023-11-30,Kesehatan_Item_59,Kesehatan,121981
ORD_00542,CUST_0345,2023-12-26 22:56:00,Delivered,22,Tuesday,12,PROD_012,2,990751,1981502,Customer_345,Surabaya,Jawa Timur,-7.203601413361613,112.68950874971152,2023-11-30,Elektronik_Item_12,Elektronik,990751
ORD_00543,CUST_0005,2023-02-09 08:09:00,Delivered,8,Thursday,2,PROD_067,1,102979,102979,Customer_5,Denpasar,Bali,-8.650276997651359,115.2542145155592,2023-02-14,Kecantikan_Item_67,Kecantikan,102979
ORD_00543,CUST_0005,2023-02-09 08:09:00,Delivered,8,Thursday,2,PROD_081,1,201542,201542,Customer_5,Denpasar,Bali,-8.650276997651359,115.2542145155592,2023-02-14,Kecantikan_Item_81,Kecantikan,201542
ORD_00544,CUST_0478,2023-03-12 13:47:00,Delivered,13,Sunday,3,PROD_009,1,131175,131175,Customer_478,Palembang,Sumatera Selatan,-2.992345895021585,104.75202770564992,2023-05-20,Fashion_Item_9,Fashion,131175
ORD_00545,CUST_0428,2023-12-21 11:37:00,Delivered,11,Thursday,12,PROD_042,1,168608,168608,Customer_428,Semarang,Jawa Tengah,-7.025572071903598,110.35773754413272,2023-12-24,Kesehatan_Item_42,Kesehatan,168608
ORD_00545,CUST_0428,2023-12-21 11:37:00,Delivered,11,Thursday,12,PROD_063,1,247861,247861,Customer_428,Semarang,Jawa Tengah,-7.025572071903598,110.35773754413272,2023-12-24,Fashion_Item_63,Fashion,247861
ORD_00546,CUST_0228,2023-07-19 08:50:00,Delivered,8,Wednesday,7,PROD_030,1,139469,139469,Customer_228,Surabaya,Jawa Timur,-7.33526050353877,112.75062502085817,2023-05-23,Mainan_Item_30,Mainan,139469
ORD_00546,CUST_0228,2023-07-19 08:50:00,Delivered,8,Wednesday,7,PROD_062,1,98806,98806,Customer_228,Surabaya,Jawa Timur,-7.33526050353877,112.75062502085817,2023-05-23,Makanan_Item_62,Makanan,98806
ORD_00547,CUST_0076,2023-06-15 21:39:00,Shipped,21,Thursday,6,PROD_037,3,121177,363531,Customer_76,Denpasar,Bali,-8.58884682280667,115.1605123781334,2023-02-24,Kecantikan_Item_37,Kecantikan,121177
ORD_00547,CUST_0076,2023-06-15 21:39:00,Shipped,21,Thursday,6,PROD_024,2,195658,391316,Customer_76,Denpasar,Bali,-8.58884682280667,115.1605123781334,2023-02-24,Kesehatan_Item_24,Kesehatan,195658
ORD_00548,CUST_0342,2023-11-06 10:02:00,Cancelled,10,Monday,11,PROD_057,1,82539,82539,Customer_342,Jakarta,DKI Jakarta,-6.274622482521987,106.87932864398488,2023-10-04,Makanan_Item_57,Makanan,82539
ORD_00549,CUST_0036,2023-10-22 11:22:00,Delivered,11,Sunday,10,PROD_021,1,123690,123690,Customer_36,Medan,Sumatera Utara,3.649648953859332,98.61194313630683,2023-12-10,Mainan_Item_21,Mainan,123690
ORD_00550,CUST_0002,2023-06-16 19:29:00,Shipped,19,Friday,6,PROD_095,1,63450,63450,Customer_2,Semarang,Jawa Tengah,-6.920201211637719,110.4393316968394,2023-05-06,Buku_Item_95,Buku,63450
ORD_00551,CUST_0332,2023-10-16 20:48:00,Cancelled,20,Monday,10,PROD_019,2,187323,374646,Customer_332,Jakarta,DKI Jakarta,-6.187645036128623,106.7930453583472,2023-02-12,Rumah Tangga_Item_19,Rumah Tangga,187323
ORD_00552,CUST_0473,2023-07-23 08:30:00,Shipped,8,Sunday,7,PROD_071,1,188892,188892,Customer_473,Semarang,Jawa Tengah,-7.025315745647879,110.3217991657317,2023-11-01,Olahraga_Item_71,Olahraga,188892
ORD_00553,CUST_0040,2023-11-15 12:20:00,Delivered,12,Wednesday,11,PROD_075,1,99079,99079,Customer_40,Medan,Sumatera Utara,3.566893145708854,98.59537381190503,2023-03-25,Makanan_Item_75,Makanan,99079
ORD_00553,CUST_0040,2023-11-15 12:20:00,Delivered,12,Wednesday,11,PROD_068,3,133142,399426,Customer_40,Medan,Sumatera Utara,3.566893145708854,98.59537381190503,2023-03-25,Olahraga_Item_68,Olahraga,133142
ORD_00554,CUST_0002,2023-02-28 13:42:00,Processing,13,Tuesday,2,PROD_051,1,135903,135903,Customer_2,Semarang,Jawa Tengah,-6.920201211637719,110.4393316968394,2023-05-06,Buku_Item_51,Buku,135903
ORD_00554,CUST_0002,2023-02-28 13:42:00,Processing,13,Tuesday,2,PROD_025,1,383279,383279,Customer_2,Semarang,Jawa Tengah,-6.920201211637719,110.4393316968394,2023-05-06,Olahraga_Item_25,Olahraga,383279
ORD_00554,CUST_0002,2023-02-28 13:42:00,Processing,13,Tuesday,2,PROD_063,3,247861,743583,Customer_2,Semarang,Jawa Tengah,-6.920201211637719,110.4393316968394,2023-05-06,Fashion_Item_63,Fashion,247861
ORD_00555,CUST_0185,2023-06-23 20:23:00,Delivered,20,Friday,6,PROD_045,1,274344,274344,Customer_185,Semarang,Jawa Tengah,-7.02744177304214,110.33347226017504,2023-03-01,Fashion_Item_45,Fashion,274344
ORD_00556,CUST_0448,2023-08-07 18:28:00,Delivered,18,Monday,8,PROD_057,1,82539,82539,Customer_448,Yogyakarta,DI Yogyakarta,-7.761982972685871,110.31049685908316,2023-08-15,Makanan_Item_57,Makanan,82539
ORD_00557,CUST_0497,2023-12-24 20:08:00,Delivered,20,Sunday,12,PROD_019,1,187323,187323,Customer_497,Makassar,Sulawesi Selatan,-5.193270972554008,119.4507461333738,2023-12-10,Rumah Tangga_Item_19,Rumah Tangga,187323
ORD_00558,CUST_0445,2023-08-11 06:37:00,Delivered,6,Friday,8,PROD_053,1,152688,152688,Customer_445,Malang,Jawa Timur,-8.04671172144813,112.58123443819989,2023-11-02,Mainan_Item_53,Mainan,152688
ORD_00559,CUST_0012,2023-08-23 16:58:00,Delivered,16,Wednesday,8,PROD_049,1,216617,216617,Customer_12,Denpasar,Bali,-8.712071070292957,115.18587236865874,2023-08-03,Kecantikan_Item_49,Kecantikan,216617
ORD_00560,CUST_0422,2023-11-27 16:31:00,Delivered,16,Monday,11,PROD_004,2,127866,255732,Customer_422,Medan,Sumatera Utara,3.5308071933739504,98.76441406349387,2023-07-04,Mainan_Item_4,Mainan,127866
ORD_00561,CUST_0020,2023-12-27 17:07:00,Delivered,17,Wednesday,12,PROD_054,1,169817,169817,Customer_20,Palembang,Sumatera Selatan,-2.9392533946975687,104.76343049874792,2023-02-19,Kesehatan_Item_54,Kesehatan,169817
ORD_00561,CUST_0020,2023-12-27 17:07:00,Delivered,17,Wednesday,12,PROD_023,1,943297,943297,Customer_20,Palembang,Sumatera Selatan,-2.9392533946975687,104.76343049874792,2023-02-19,Elektronik_Item_23,Elektronik,943297
ORD_00562,CUST_0008,2023-11-16 23:04:00,Delivered,23,Thursday,11,PROD_062,1,98806,98806,Customer_8,Surabaya,Jawa Timur,-7.32113500655858,112.68878090197067,2023-04-22,Makanan_Item_62,Makanan,98806
ORD_00563,CUST_0322,2023-10-23 19:23:00,Delivered,19,Monday,10,PROD_034,1,68085,68085,Customer_322,Medan,Sumatera Utara,3.537489601399309,98.6376994704356,2023-09-07,Kesehatan_Item_34,Kesehatan,68085
ORD_00564,CUST_0021,2023-07-23 08:10:00,Delivered,8,Sunday,7,PROD_082,3,76093,228279,Customer_21,Makassar,Sulawesi Selatan,-5.223292353031044,119.43173538202224,2023-06-26,Kecantikan_Item_82,Kecantikan,76093
ORD_00565,CUST_0149,2023-05-21 21:32:00,Delivered,21,Sunday,5,PROD_098,1,62372,62372,Customer_149,Jakarta,DKI Jakarta,-6.154801289380278,106.78876420549938,2023-06-10,Mainan_Item_98,Mainan,62372
ORD_00565,CUST_0149,2023-05-21 21:32:00,Delivered,21,Sunday,5,PROD_013,1,229930,229930,Customer_149,Jakarta,DKI Jakarta,-6.154801289380278,106.78876420549938,2023-06-10,Kecantikan_Item_13,Kecantikan,229930
ORD_00566,CUST_0162,2023-11-22 19:17:00,Delivered,19,Wednesday,11,PROD_013,1,229930,229930,Customer_162,Palembang,Sumatera Selatan,-2.9440605246564537,104.7313867793892,2023-12-03,Kecantikan_Item_13,Kecantikan,229930
ORD_00566,CUST_0162,2023-11-22 19:17:00,Delivered,19,Wednesday,11,PROD_069,2,515966,1031932,Customer_162,Palembang,Sumatera Selatan,-2.9440605246564537,104.7313867793892,2023-12-03,Elektronik_Item_69,Elektronik,515966
ORD_00567,CUST_0034,2023-05-25 14:21:00,Shipped,14,Thursday,5,PROD_028,1,353364,353364,Customer_34,Makassar,Sulawesi Selatan,-5.219515155005048,119.4931393961508,2023-03-25,Olahraga_Item_28,Olahraga,353364
ORD_00568,CUST_0013,2023-11-18 17:53:00,Processing,17,Saturday,11,PROD_092,2,737234,1474468,Customer_13,Medan,Sumatera Utara,3.5864139968434072,98.7292351922786,2023-08-18,Elektronik_Item_92,Elektronik,737234
ORD_00568,CUST_0013,2023-11-18 17:53:00,Processing,17,Saturday,11,PROD_071,2,188892,377784,Customer_13,Medan,Sumatera Utara,3.5864139968434072,98.7292351922786,2023-08-18,Olahraga_Item_71,Olahraga,188892
ORD_00569,CUST_0470,2023-02-27 08:01:00,Delivered,8,Monday,2,PROD_047,1,67955,67955,Customer_470,Bandung,Jawa Barat,-6.993949783421972,107.63440329510286,2023-05-17,Mainan_Item_47,Mainan,67955
ORD_00570,CUST_0306,2023-08-11 09:19:00,Delivered,9,Friday,8,PROD_029,2,78292,156584,Customer_306,Bandung,Jawa Barat,-7.009637572031781,107.67898207978182,2023-04-29,Mainan_Item_29,Mainan,78292
ORD_00570,CUST_0306,2023-08-11 09:19:00,Delivered,9,Friday,8,PROD_017,1,77086,77086,Customer_306,Bandung,Jawa Barat,-7.009637572031781,107.67898207978182,2023-04-29,Kesehatan_Item_17,Kesehatan,77086
ORD_00571,CUST_0009,2023-04-03 13:48:00,Delivered,13,Monday,4,PROD_100,1,51259,51259,Customer_9,Medan,Sumatera Utara,3.556048448591908,98.67715128632643,2023-09-16,Makanan_Item_100,Makanan,51259
ORD_00572,CUST_0101,2023-02-26 17:37:00,Delivered,17,Sunday,2,PROD_033,1,253503,253503,Customer_101,Surabaya,Jawa Timur,-7.229093670769143,112.668927992999,2023-05-07,Otomotif_Item_33,Otomotif,253503
ORD_00573,CUST_0006,2023-10-26 08:38:00,Delivered,8,Thursday,10,PROD_024,1,195658,195658,Customer_6,Malang,Jawa Timur,-8.06248310114084,112.7265819704324,2023-08-05,Kesehatan_Item_24,Kesehatan,195658
ORD_00573,CUST_0006,2023-10-26 08:38:00,Delivered,8,Thursday,10,PROD_086,1,120110,120110,Customer_6,Malang,Jawa Timur,-8.06248310114084,112.7265819704324,2023-08-05,Kesehatan_Item_86,Kesehatan,120110
ORD_00573,CUST_0006,2023-10-26 08:38:00,Delivered,8,Thursday,10,PROD_045,2,274344,548688,Customer_6,Malang,Jawa Timur,-8.06248310114084,112.7265819704324,2023-08-05,Fashion_Item_45,Fashion,274344
ORD_00574,CUST_0038,2023-05-06 20:49:00,Delivered,20,Saturday,5,PROD_073,1,168941,168941,Customer_38,Surabaya,Jawa Timur,-7.216128531230477,112.7979014336082,2023-11-08,Otomotif_Item_73,Otomotif,168941
ORD_00575,CUST_0391,2023-01-07 18:18:00,Delivered,18,Saturday,1,PROD_001,1,58327,58327,Customer_391,Makassar,Sulawesi Selatan,-5.10891031110658,119.44124488866952,2023-05-13,Buku_Item_1,Buku,58327
ORD_00575,CUST_0391,2023-01-07 18:18:00,Delivered,18,Saturday,1,PROD_093,1,141160,141160,Customer_391,Makassar,Sulawesi Selatan,-5.10891031110658,119.44124488866952,2023-05-13,Rumah Tangga_Item_93,Rumah Tangga,141160
ORD_00576,CUST_0363,2023-07-23 16:28:00,Delivered,16,Sunday,7,PROD_046,3,71189,213567,Customer_363,Medan,Sumatera Utara,3.6100946226359834,98.74056575535164,2023-02-22,Makanan_Item_46,Makanan,71189
ORD_00577,CUST_0264,2023-04-04 19:20:00,Delivered,19,Tuesday,4,PROD_018,1,162230,162230,Customer_264,Makassar,Sulawesi Selatan,-5.164736099532467,119.38738141438614,2023-08-27,Kecantikan_Item_18,Kecantikan,162230
ORD_00578,CUST_0148,2023-08-02 07:31:00,Delivered,7,Wednesday,8,PROD_077,2,129178,258356,Customer_148,Malang,Jawa Timur,-8.041187897469623,112.63704865201096,2023-10-05,Kecantikan_Item_77,Kecantikan,129178
ORD_00579,CUST_0431,2023-07-18 13:54:00,Delivered,13,Tuesday,7,PROD_061,1,217261,217261,Customer_431,Jakarta,DKI Jakarta,-6.153694476660998,106.8362577669496,2023-10-21,Kecantikan_Item_61,Kecantikan,217261
ORD_00579,CUST_0431,2023-07-18 13:54:00,Delivered,13,Tuesday,7,PROD_087,1,142011,142011,Customer_431,Jakarta,DKI Jakarta,-6.153694476660998,106.8362577669496,2023-10-21,Kesehatan_Item_87,Kesehatan,142011
ORD_00580,CUST_0345,2023-02-15 15:43:00,Delivered,15,Wednesday,2,PROD_052,1,103472,103472,Customer_345,Surabaya,Jawa Timur,-7.203601413361613,112.68950874971152,2023-11-30,Mainan_Item_52,Mainan,103472
ORD_00581,CUST_0380,2023-12-06 06:12:00,Delivered,6,Wednesday,12,PROD_052,1,103472,103472,Customer_380,Yogyakarta,DI Yogyakarta,-7.716821483389808,110.4272194422449,2023-08-12,Mainan_Item_52,Mainan,103472
ORD_00582,CUST_0372,2023-07-25 18:37:00,Delivered,18,Tuesday,7,PROD_083,1,84477,84477,Customer_372,Palembang,Sumatera Selatan,-2.92657812396475,104.7759440780185,2023-09-08,Buku_Item_83,Buku,84477
ORD_00582,CUST_0372,2023-07-25 18:37:00,Delivered,18,Tuesday,7,PROD_052,1,103472,103472,Customer_372,Palembang,Sumatera Selatan,-2.92657812396475,104.7759440780185,2023-09-08,Mainan_Item_52,Mainan,103472
ORD_00583,CUST_0249,2023-08-05 19:06:00,Delivered,19,Saturday,8,PROD_030,1,139469,139469,Customer_249,Surabaya,Jawa Timur,-7.2407687776298255,112.667646927393,2023-06-03,Mainan_Item_30,Mainan,139469
ORD_00584,CUST_0007,2023-10-27 07:43:00,Delivered,7,Friday,10,PROD_078,1,121557,121557,Customer_7,Jakarta,DKI Jakarta,-6.142311471839916,106.78806782213566,2023-01-16,Mainan_Item_78,Mainan,121557
ORD_00585,CUST_0040,2023-09-25 07:48:00,Delivered,7,Monday,9,PROD_060,1,432377,432377,Customer_40,Medan,Sumatera Utara,3.566893145708854,98.59537381190503,2023-03-25,Otomotif_Item_60,Otomotif,432377
ORD_00586,CUST_0252,2023-08-18 12:55:00,Delivered,12,Friday,8,PROD_098,1,62372,62372,Customer_252,Palembang,Sumatera Selatan,-3.0141944767427344,104.8381590039414,2023-12-23,Mainan_Item_98,Mainan,62372
ORD_00587,CUST_0469,2023-03-15 11:24:00,Delivered,11,Wednesday,3,PROD_023,1,943297,943297,Customer_469,Medan,Sumatera Utara,3.4988781353094933,98.7550597613121,2023-11-28,Elektronik_Item_23,Elektronik,943297
ORD_00588,CUST_0156,2023-12-06 14:08:00,Delivered,14,Wednesday,12,PROD_098,1,62372,62372,Customer_156,Malang,Jawa Timur,-7.978805715858872,112.54829127626844,2023-02-04,Mainan_Item_98,Mainan,62372
ORD_00589,CUST_0338,2023-08-18 16:30:00,Delivered,16,Friday,8,PROD_008,1,177379,177379,Customer_338,Makassar,Sulawesi Selatan,-5.165620634602068,119.52917572338173,2023-06-22,Rumah Tangga_Item_8,Rumah Tangga,177379
ORD_00590,CUST_0498,2023-06-22 12:18:00,Delivered,12,Thursday,6,PROD_006,1,148817,148817,Customer_498,Surabaya,Jawa Timur,-7.285305220611995,112.67041641466533,2023-03-24,Rumah Tangga_Item_6,Rumah Tangga,148817
ORD_00591,CUST_0415,2023-10-01 19:40:00,Delivered,19,Sunday,10,PROD_045,3,274344,823032,Customer_415,Surabaya,Jawa Timur,-7.20999975037805,112.74254358817797,2023-10-02,Fashion_Item_45,Fashion,274344
ORD_00592,CUST_0029,2023-09-08 10:19:00,Delivered,10,Friday,9,PROD_009,1,131175,131175,Customer_29,Surabaya,Jawa Timur,-7.339801499589616,112.69129657248382,2023-01-24,Fashion_Item_9,Fashion,131175
ORD_00592,CUST_0029,2023-09-08 10:19:00,Delivered,10,Friday,9,PROD_040,1,72970,72970,Customer_29,Surabaya,Jawa Timur,-7.339801499589616,112.69129657248382,2023-01-24,Buku_Item_40,Buku,72970
ORD_00592,CUST_0029,2023-09-08 10:19:00,Delivered,10,Friday,9,PROD_015,1,116877,116877,Customer_29,Surabaya,Jawa Timur,-7.339801499589616,112.69129657248382,2023-01-24,Buku_Item_15,Buku,116877
ORD_00593,CUST_0443,2023-06-17 20:17:00,Delivered,20,Saturday,6,PROD_003,3,904709,2714127,Customer_443,Medan,Sumatera Utara,3.655183217074638,98.60790893241088,2023-03-02,Elektronik_Item_3,Elektronik,904709
ORD_00594,CUST_0200,2023-05-04 19:06:00,Delivered,19,Thursday,5,PROD_064,1,225330,225330,Customer_200,Jakarta,DKI Jakarta,-6.158625786441701,106.89650857481692,2023-02-27,Olahraga_Item_64,Olahraga,225330
ORD_00595,CUST_0174,2023-03-10 12:27:00,Delivered,12,Friday,3,PROD_010,1,92560,92560,Customer_174,Denpasar,Bali,-8.643481269826472,115.1216608019544,2023-04-20,Buku_Item_10,Buku,92560
ORD_00595,CUST_0174,2023-03-10 12:27:00,Delivered,12,Friday,3,PROD_069,1,515966,515966,Customer_174,Denpasar,Bali,-8.643481269826472,115.1216608019544,2023-04-20,Elektronik_Item_69,Elektronik,515966
ORD_00596,CUST_0037,2023-06-08 17:05:00,Delivered,17,Thursday,6,PROD_076,1,91332,91332,Customer_37,Semarang,Jawa Tengah,-7.065495576575279,110.48269228569096,2023-12-26,Mainan_Item_76,Mainan,91332
ORD_00597,CUST_0034,2023-07-07 12:04:00,Delivered,12,Friday,7,PROD_039,1,71764,71764,Customer_34,Makassar,Sulawesi Selatan,-5.219515155005048,119.4931393961508,2023-03-25,Kecantikan_Item_39,Kecantikan,71764
ORD_00598,CUST_0103,2023-06-09 17:29:00,Delivered,17,Friday,6,PROD_003,1,904709,904709,Customer_103,Makassar,Sulawesi Selatan,-5.1264141880680825,119.33453941032332,2023-01-11,Elektronik_Item_3,Elektronik,904709
ORD_00599,CUST_0096,2023-08-07 17:52:00,Delivered,17,Monday,8,PROD_082,1,76093,76093,Customer_96,Denpasar,Bali,-8.75187944643882,115.29204315159066,2023-12-20,Kecantikan_Item_82,Kecantikan,76093
ORD_00600,CUST_0394,2023-12-19 18:03:00,Delivered,18,Tuesday,12,PROD_019,1,187323,187323,Customer_394,Semarang,Jawa Tengah,-6.949921641046776,110.39977028335274,2023-10-12,Rumah Tangga_Item_19,Rumah Tangga,187323
ORD_00601,CUST_0392,2023-05-14 13:55:00,Delivered,13,Sunday,5,PROD_027,2,89653,179306,Customer_392,Makassar,Sulawesi Selatan,-5.19734018821861,119.40183919870078,2023-05-24,Makanan_Item_27,Makanan,89653
ORD_00602,CUST_0019,2023-09-09 18:15:00,Delivered,18,Saturday,9,PROD_025,1,383279,383279,Customer_19,Surabaya,Jawa Timur,-7.296577246165326,112.67163442280128,2023-02-17,Olahraga_Item_25,Olahraga,383279
ORD_00603,CUST_0159,2023-07-18 23:27:00,Delivered,23,Tuesday,7,PROD_021,1,123690,123690,Customer_159,Medan,Sumatera Utara,3.576990588882854,98.60685886401416,2023-10-24,Mainan_Item_21,Mainan,123690
ORD_00604,CUST_0018,2023-09-06 17:02:00,Processing,17,Wednesday,9,PROD_003,1,904709,904709,Customer_18,Medan,Sumatera Utara,3.688326406614912,98.73387946962328,2023-06-22,Elektronik_Item_3,Elektronik,904709
ORD_00605,CUST_0161,2023-09-28 06:26:00,Shipped,6,Thursday,9,PROD_012,3,990751,2972253,Customer_161,Malang,Jawa Timur,-7.956754667058775,112.67551918454,2023-02-11,Elektronik_Item_12,Elektronik,990751
ORD_00605,CUST_0161,2023-09-28 06:26:00,Shipped,6,Thursday,9,PROD_051,2,135903,271806,Customer_161,Malang,Jawa Timur,-7.956754667058775,112.67551918454,2023-02-11,Buku_Item_51,Buku,135903
ORD_00606,CUST_0008,2023-08-17 21:33:00,Delivered,21,Thursday,8,PROD_100,3,51259,153777,Customer_8,Surabaya,Jawa Timur,-7.32113500655858,112.68878090197067,2023-04-22,Makanan_Item_100,Makanan,51259
ORD_00607,CUST_0006,2023-04-04 19:20:00,Delivered,19,Tuesday,4,PROD_050,2,106380,212760,Customer_6,Malang,Jawa Timur,-8.06248310114084,112.7265819704324,2023-08-05,Olahraga_Item_50,Olahraga,106380
ORD_00608,CUST_0479,2023-06-05 08:13:00,Processing,8,Monday,6,PROD_033,2,253503,507006,Customer_479,Denpasar,Bali,-8.666716458943434,115.121993193355,2023-10-04,Otomotif_Item_33,Otomotif,253503
ORD_00609,CUST_0035,2023-06-04 11:27:00,Delivered,11,Sunday,6,PROD_036,2,308886,617772,Customer_35,Makassar,Sulawesi Selatan,-5.232789871264046,119.5300773873201,2023-07-01,Olahraga_Item_36,Olahraga,308886
ORD_00610,CUST_0186,2023-07-12 19:01:00,Delivered,19,Wednesday,7,PROD_005,2,256476,512952,Customer_186,Surabaya,Jawa Timur,-7.337344399724515,112.6557443651303,2023-10-11,Fashion_Item_5,Fashion,256476
ORD_00610,CUST_0186,2023-07-12 19:01:00,Delivered,19,Wednesday,7,PROD_095,1,63450,63450,Customer_186,Surabaya,Jawa Timur,-7.337344399724515,112.6557443651303,2023-10-11,Buku_Item_95,Buku,63450
ORD_00610,CUST_0186,2023-07-12 19:01:00,Delivered,19,Wednesday,7,PROD_085,3,191709,575127,Customer_186,Surabaya,Jawa Timur,-7.337344399724515,112.6557443651303,2023-10-11,Rumah Tangga_Item_85,Rumah Tangga,191709
ORD_00611,CUST_0130,2023-08-10 17:44:00,Delivered,17,Thursday,8,PROD_016,2,943936,1887872,Customer_130,Yogyakarta,DI Yogyakarta,-7.781587765982127,110.28893529875415,2023-05-08,Elektronik_Item_16,Elektronik,943936
ORD_00611,CUST_0130,2023-08-10 17:44:00,Delivered,17,Thursday,8,PROD_069,2,515966,1031932,Customer_130,Yogyakarta,DI Yogyakarta,-7.781587765982127,110.28893529875415,2023-05-08,Elektronik_Item_69,Elektronik,515966
ORD_00612,CUST_0466,2023-12-09 11:59:00,Delivered,11,Saturday,12,PROD_027,2,89653,179306,Customer_466,Malang,Jawa Timur,-8.038728785185436,112.69958604735986,2023-12-05,Makanan_Item_27,Makanan,89653
ORD_00613,CUST_0029,2023-09-26 19:26:00,Delivered,19,Tuesday,9,PROD_011,2,99817,199634,Customer_29,Surabaya,Jawa Timur,-7.339801499589616,112.69129657248382,2023-01-24,Kecantikan_Item_11,Kecantikan,99817
ORD_00614,CUST_0242,2023-10-27 11:27:00,Shipped,11,Friday,10,PROD_021,1,123690,123690,Customer_242,Jakarta,DKI Jakarta,-6.217891787046446,106.87111161601682,2023-12-29,Mainan_Item_21,Mainan,123690
ORD_00614,CUST_0242,2023-10-27 11:27:00,Shipped,11,Friday,10,PROD_090,1,84750,84750,Customer_242,Jakarta,DKI Jakarta,-6.217891787046446,106.87111161601682,2023-12-29,Kesehatan_Item_90,Kesehatan,84750
ORD_00615,CUST_0374,2023-11-24 11:44:00,Delivered,11,Friday,11,PROD_083,1,84477,84477,Customer_374,Makassar,Sulawesi Selatan,-5.170921755725358,119.4414105722228,2023-11-22,Buku_Item_83,Buku,84477
ORD_00616,CUST_0329,2023-03-13 09:19:00,Delivered,9,Monday,3,PROD_021,1,123690,123690,Customer_329,Malang,Jawa Timur,-8.009844818840255,112.60521645927972,2023-10-01,Mainan_Item_21,Mainan,123690
ORD_00617,CUST_0394,2023-11-25 08:38:00,Delivered,8,Saturday,11,PROD_041,1,196385,196385,Customer_394,Semarang,Jawa Tengah,-6.949921641046776,110.39977028335274,2023-10-12,Fashion_Item_41,Fashion,196385
ORD_00617,CUST_0394,2023-11-25 08:38:00,Delivered,8,Saturday,11,PROD_058,2,82717,165434,Customer_394,Semarang,Jawa Tengah,-6.949921641046776,110.39977028335274,2023-10-12,Buku_Item_58,Buku,82717
ORD_00618,CUST_0044,2023-09-11 19:12:00,Delivered,19,Monday,9,PROD_051,2,135903,271806,Customer_44,Makassar,Sulawesi Selatan,-5.101778764332388,119.46021149427104,2023-01-29,Buku_Item_51,Buku,135903
ORD_00619,CUST_0453,2023-08-01 21:59:00,Delivered,21,Tuesday,8,PROD_030,3,139469,418407,Customer_453,Surabaya,Jawa Timur,-7.273215089881501,112.8306343422154,2023-04-17,Mainan_Item_30,Mainan,139469
